,FL_DATE,DEP_HOUR,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_TIME,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,DISTANCE,CANCELLED,LATITUDE,LONGITUDE,ELEVATION,MESONET_STATION,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,RANGE,WIDTH,WIND_DIR,WIND_SPD,WIND_GUST,VISIBILITY,TEMPERATURE,DEW_POINT,REL_HUMIDITY,ALTIMETER,LOWEST_CLOUD_LAYER,N_CLOUD_LAYER,LOW_LEVEL_CLOUD,MID_LEVEL_CLOUD,HIGH_LEVEL_CLOUD,CLOUD_COVER,ACTIVE_WEATHER
1259,2022-01-01,6,AA,2680,AA,2680,N776XF,PNS,DFW,2022-01-01 06:55:00,2022-01-01 07:00:00,21,-5,95,604,0,30.473333,-87.18667,121,PNS,2004,Airbus,A319,Medium Range,Narrow-body,190.0,13.0,0.0,0.5,22.78,22.78,100.0,29.95,200.0,1.0,1.0,0.0,0.0,0.0,1.0
1260,2022-01-01,11,AA,2681,AA,2681,N120EE,CLT,PWM,2022-01-01 11:21:00,2022-01-01 11:25:00,17,-4,111,813,0,35.21361,-80.949165,748,CLT,2014,Airbus,A321,Medium Range,Narrow-body,230.0,11.0,0.0,4.0,20.0,18.89,93.32,29.88,900.0,1.0,1.0,0.0,0.0,4.0,1.0
1261,2022-01-01,14,AA,2681,AA,2681,N120EE,PWM,CLT,2022-01-01 14:23:00,2022-01-01 14:27:00,10,-4,142,813,0,43.645557,-70.30861,76,PWM,2014,Airbus,A321,Medium Range,Narrow-body,10.0,3.0,0.0,0.5,2.22,2.22,100.0,29.92,200.0,1.0,1.0,0.0,0.0,4.0,1.0
1262,2022-01-01,0,AA,2682,AA,2682,N803NN,ORD,BOS,2022-01-01 00:00:00,2022-01-01 20:37:00,0,0,0,867,1,41.976944,-87.90806,672,ORD,2009,Boeing,B738,Medium Range,Narrow-body,,,,,,,,,,,,,,,
1263,2022-01-01,11,AA,2683,AA,2683,N910AU,RDU,DFW,2022-01-01 11:33:00,2022-01-01 11:34:00,12,-1,167,1061,0,35.877777,-78.7875,435,RDU,2017,Airbus,A321,Medium Range,Narrow-body,220.0,8.0,0.0,10.0,19.39,18.89,96.93,29.88,700.0,1.0,1.0,0.0,0.0,4.0,0.0
1264,2022-01-01,12,AA,2684,AA,2684,N807AW,STL,CLT,2022-01-01 12:31:00,2022-01-01 12:35:00,10,-4,79,575,0,38.74861,-90.37,618,STL,1999,Airbus,A319,Medium Range,Narrow-body,360.0,7.0,0.0,5.0,3.28,1.11,85.69,29.75,600.0,1.0,1.0,0.0,0.0,4.0,1.0
1265,2022-01-01,17,AA,2685,AA,2685,N656AW,PHX,ABQ,2022-01-01 17:41:00,2022-01-01 17:45:00,11,-4,49,328,0,33.434166,-112.011665,1135,PHX,1999,Airbus,A320,Medium Range,Narrow-body,290.0,15.0,0.0,10.0,11.11,-2.22,39.3,29.98,6000.0,2.0,1.0,1.0,0.0,1.0,0.0
1266,2022-01-01,16,AA,2686,AA,2686,N881NN,CLT,STL,2022-01-01 16:47:00,2022-01-01 16:29:00,17,18,96,575,0,35.21361,-80.949165,748,CLT,2011,Boeing,B738,Medium Range,Narrow-body,220.0,12.0,22.0,10.0,22.78,18.28,75.75,29.91,1800.0,4.0,1.0,0.0,1.0,3.0,0.0
1267,2022-01-01,18,AA,2686,AA,2686,N881NN,STL,CLT,2022-01-01 18:25:00,2022-01-01 18:21:00,14,4,76,575,0,38.74861,-90.37,618,STL,2011,Boeing,B738,Medium Range,Narrow-body,10.0,6.0,0.0,10.0,2.78,0.0,81.93,29.69,700.0,1.0,1.0,0.0,0.0,4.0,0.0
1268,2022-01-01,12,AA,2688,AA,2688,N980AN,CLT,RDU,2022-01-01 12:38:00,2022-01-01 11:05:00,11,93,29,130,0,35.21361,-80.949165,748,CLT,2009,Boeing,B738,Medium Range,Narrow-body,230.0,10.0,0.0,10.0,20.61,18.28,86.48,29.89,900.0,3.0,1.0,0.0,0.0,4.0,0.0
1269,2022-01-01,14,AA,2688,AA,2688,N980AN,RDU,CLT,2022-01-01 14:21:00,2022-01-01 12:52:00,11,89,35,130,0,35.877777,-78.7875,435,RDU,2009,Boeing,B738,Medium Range,Narrow-body,220.0,12.0,0.0,8.0,20.61,20.0,96.29,29.9,1000.0,2.0,1.0,0.0,0.0,4.0,0.0
1270,2022-01-01,20,AA,2689,AA,2689,N976NN,ORD,BDL,2022-01-01 20:36:00,2022-01-01 18:15:00,25,141,83,783,0,41.976944,-87.90806,672,ORD,2015,Boeing,B738,Medium Range,Narrow-body,30.0,17.0,24.0,0.75,0.0,-2.22,84.98,29.78,700.0,1.0,1.0,0.0,0.0,0.0,1.0
1271,2022-01-01,17,AA,2692,AA,2692,N907AN,CLT,TPA,2022-01-01 17:18:00,2022-01-01 17:04:00,10,14,73,507,0,35.21361,-80.949165,748,CLT,1999,Boeing,B738,Medium Range,Narrow-body,220.0,11.0,19.0,10.0,23.28,18.28,73.49,29.88,2500.0,3.0,1.0,0.0,1.0,4.0,0.0
1272,2022-01-01,11,AA,2693,AA,2693,N805AW,DFW,RDU,2022-01-01 11:42:00,2022-01-01 11:30:00,13,12,127,1061,0,32.89722,-97.03778,607,DFW,1999,Airbus,A319,Medium Range,Narrow-body,0.0,0.0,0.0,4.0,17.78,16.72,93.54,29.61,3400.0,1.0,1.0,0.0,0.0,4.0,1.0
1273,2022-01-01,15,AA,2693,AA,2693,N805AW,RDU,DFW,2022-01-01 15:57:00,2022-01-01 15:46:00,13,11,163,1061,0,35.877777,-78.7875,435,RDU,1999,Airbus,A319,Medium Range,Narrow-body,220.0,13.0,0.0,10.0,21.11,20.0,93.37,29.9,1400.0,2.0,1.0,0.0,0.0,4.0,0.0
1274,2022-01-01,8,AA,2695,AA,2695,N554UW,SAT,PHX,2022-01-01 08:27:00,2022-01-01 08:30:00,13,-3,133,843,0,29.53389,-98.46917,809,SAT,2011,Airbus,A321,Medium Range,Narrow-body,180.0,6.0,0.0,9.0,22.78,20.0,84.34,29.66,1400.0,1.0,1.0,0.0,0.0,4.0,0.0
1275,2022-01-01,0,AA,2697,AA,2697,N992AU,LAX,DFW,2022-01-01 00:00:00,2022-01-01 23:59:00,0,0,0,1235,1,33.9425,-118.40806,125,LAX,2016,Airbus,A321,Medium Range,Narrow-body,,,,,,,,,,,,,,,
1276,2022-01-01,18,AA,2698,AA,2698,N768US,DFW,ABQ,2022-01-01 18:47:00,2022-01-01 18:51:00,28,-4,89,569,0,32.89722,-97.03778,607,DFW,2000,Airbus,A319,Medium Range,Narrow-body,300.0,7.0,0.0,10.0,20.0,13.89,67.86,29.65,1900.0,3.0,1.0,1.0,1.0,3.0,0.0
1277,2022-01-01,18,AA,2700,AA,2700,N845NN,CLT,MIA,2022-01-01 18:35:00,2022-01-01 18:15:00,17,20,92,650,0,35.21361,-80.949165,748,CLT,2010,Boeing,B738,Medium Range,Narrow-body,220.0,12.0,24.0,10.0,24.39,17.78,66.6,29.85,2500.0,4.0,1.0,0.0,1.0,3.0,0.0
1278,2022-01-01,21,AA,2707,AA,2707,N994AN,DFW,AUS,2022-01-01 21:31:00,2022-01-01 20:45:00,23,46,44,190,0,32.89722,-97.03778,607,DFW,2016,Airbus,A321,Medium Range,Narrow-body,330.0,22.0,32.0,10.0,10.0,5.0,71.07,29.71,1300.0,2.0,1.0,0.0,1.0,3.0,0.0
1279,2022-01-01,19,AA,2708,AA,2708,N915NN,DFW,LGA,2022-01-01 19:58:00,2022-01-01 18:34:00,36,84,144,1389,0,32.89722,-97.03778,607,DFW,2013,Boeing,B738,Medium Range,Narrow-body,310.0,10.0,0.0,10.0,21.11,13.28,60.89,29.63,3000.0,2.0,1.0,0.0,1.0,3.0,0.0
1280,2022-01-01,19,AA,2709,AA,2709,N126UW,DFW,PSP,2022-01-01 19:36:00,2022-01-01 19:00:00,34,36,163,1126,0,32.89722,-97.03778,607,DFW,2009,Airbus,A320,Medium Range,Narrow-body,310.0,10.0,0.0,10.0,21.11,13.28,60.89,29.63,3000.0,2.0,1.0,0.0,1.0,3.0,0.0
1281,2022-01-01,10,AA,271,AA,271,N429AN,LAX,OGG,2022-01-01 10:33:00,2022-01-01 10:40:00,25,-7,303,2486,0,33.9425,-118.40806,125,LAX,2021,Airbus,A21N,Medium Range,Narrow-body,10.0,7.0,0.0,9.0,11.11,5.0,66.0,29.92,2400.0,1.0,1.0,0.0,0.0,1.0,0.0
1282,2022-01-01,9,AA,2710,AA,2710,N539UW,CLT,TPA,2022-01-01 09:23:00,2022-01-01 09:23:00,16,0,72,507,0,35.21361,-80.949165,748,CLT,2009,Airbus,A321,Medium Range,Narrow-body,210.0,11.0,0.0,7.0,19.39,18.28,93.29,29.89,800.0,1.0,1.0,0.0,0.0,4.0,0.0
1283,2022-01-01,12,AA,2710,AA,2710,N539UW,TPA,CLT,2022-01-01 12:03:00,2022-01-01 12:05:00,12,-2,79,507,0,27.975555,-82.53333,26,TPA,2009,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,2.0,19.39,18.28,93.29,30.07,200.0,1.0,1.0,0.0,0.0,4.0,1.0
1284,2022-01-01,17,AA,2713,AA,2713,N655AW,PHX,MCI,2022-01-01 17:06:00,2022-01-01 16:47:00,16,19,135,1044,0,33.434166,-112.011665,1135,PHX,1999,Airbus,A320,Medium Range,Narrow-body,290.0,15.0,0.0,10.0,11.11,-2.22,39.3,29.98,6000.0,2.0,1.0,1.0,0.0,1.0,0.0
1285,2022-01-01,13,AA,2714,AA,2714,N867NN,TPA,DFW,2022-01-01 13:30:00,2022-01-01 13:37:00,11,-7,134,929,0,27.975555,-82.53333,26,TPA,2011,Boeing,B738,Medium Range,Narrow-body,150.0,4.0,0.0,0.5,20.0,18.89,93.32,30.07,100.0,1.0,1.0,0.0,0.0,3.0,1.0
1286,2022-01-01,11,AA,2715,AA,2715,N185UW,PHL,TPA,2022-01-01 11:53:00,2022-01-01 12:00:00,13,-7,135,920,0,39.871944,-75.240555,36,PHL,2002,Airbus,A321,Medium Range,Narrow-body,90.0,3.0,0.0,0.5,11.11,10.0,92.86,29.82,300.0,1.0,1.0,0.0,0.0,0.0,1.0
1287,2022-01-01,22,AA,2718,AA,2718,N987NN,CLT,EWR,2022-01-01 22:52:00,2022-01-01 22:58:00,11,-6,67,529,0,35.21361,-80.949165,748,CLT,2016,Boeing,B738,Medium Range,Narrow-body,220.0,11.0,0.0,10.0,20.0,17.78,87.03,29.8,1800.0,3.0,1.0,1.0,1.0,3.0,0.0
1288,2022-01-01,10,AA,2719,AA,2719,N942NN,DFW,RIC,2022-01-01 10:48:00,2022-01-01 10:50:00,19,-2,131,1158,0,32.89722,-97.03778,607,DFW,2013,Boeing,B738,Medium Range,Narrow-body,0.0,0.0,0.0,4.0,17.78,16.72,93.54,29.61,2800.0,2.0,1.0,0.0,0.0,4.0,1.0
1289,2022-01-01,10,AA,2720,AA,2720,N903AA,TUS,DFW,2022-01-01 10:47:00,2022-01-01 10:45:00,11,2,95,813,0,32.11611,-110.94111,2643,TUS,2017,Airbus,A321,Medium Range,Narrow-body,190.0,14.0,0.0,10.0,9.39,7.22,86.33,29.82,4000.0,2.0,1.0,0.0,0.0,4.0,0.0
1290,2022-01-01,12,AA,2722,AA,2722,N661AW,RNO,DFW,2022-01-01 12:11:00,2022-01-01 12:15:00,14,-4,163,1345,0,39.49917,-119.76806,4415,RNO,2000,Airbus,A320,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,-7.22,-12.78,64.5,30.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,2022-01-01,12,AA,2723,AA,2723,N654AW,PHX,TUS,2022-01-01 12:36:00,2022-01-01 12:45:00,11,-9,26,110,0,33.434166,-112.011665,1135,PHX,1999,Airbus,A320,Medium Range,Narrow-body,260.0,17.0,25.0,10.0,11.72,8.28,79.4,29.76,2900.0,3.0,1.0,0.0,0.0,3.0,1.0
1292,2022-01-01,14,AA,2723,AA,2723,N654AW,TUS,PHX,2022-01-01 14:17:00,2022-01-01 14:19:00,13,-2,27,110,0,32.11611,-110.94111,2643,TUS,1999,Airbus,A320,Medium Range,Narrow-body,200.0,10.0,17.0,10.0,10.0,6.11,76.76,29.84,3000.0,3.0,1.0,1.0,0.0,3.0,0.0
1293,2022-01-01,18,AA,2724,AA,2724,N359PX,DFW,SNA,2022-01-01 18:20:00,2022-01-01 18:25:00,12,-5,171,1205,0,32.89722,-97.03778,607,DFW,2017,Boeing,B738,Medium Range,Narrow-body,300.0,7.0,0.0,10.0,20.0,13.89,67.86,29.65,1900.0,3.0,1.0,1.0,1.0,3.0,0.0
1294,2022-01-01,8,AA,2728,AA,2728,N934NN,EWR,DFW,2022-01-01 08:00:00,2022-01-01 08:00:00,33,0,227,1372,0,40.6925,-74.16861,18,EWR,2013,Boeing,B738,Medium Range,Narrow-body,70.0,4.0,0.0,6.0,10.0,8.89,92.8,29.88,800.0,3.0,1.0,0.0,0.0,4.0,1.0
1295,2022-01-01,9,AA,2731,AA,2731,N110AN,JFK,CLT,2022-01-01 09:37:00,2022-01-01 17:27:00,16,970,103,541,0,40.64,-73.77861,13,JFK,2014,Airbus,A321,Medium Range,Narrow-body,150.0,5.0,0.0,0.75,9.39,9.39,100.0,29.88,300.0,1.0,1.0,0.0,0.0,0.0,1.0
1296,2022-01-01,14,AA,2731,AA,2731,N700UW,CLT,JFK,2022-01-01 14:45:00,2022-01-01 14:40:00,8,5,78,541,0,35.21361,-80.949165,748,CLT,1998,Airbus,A319,Medium Range,Narrow-body,230.0,12.0,19.0,10.0,21.11,18.89,87.14,29.91,1600.0,3.0,1.0,0.0,1.0,4.0,0.0
1297,2022-01-01,16,AA,2733,AA,2733,N161UW,LAX,DFW,2022-01-01 16:41:00,2022-01-01 16:25:00,28,16,140,1235,0,33.9425,-118.40806,125,LAX,2001,Airbus,A321,Medium Range,Narrow-body,100.0,3.0,0.0,10.0,10.0,0.61,52.06,30.08,2900.0,2.0,1.0,0.0,0.0,3.0,0.0
1298,2022-01-01,1,AA,2734,AA,2734,N159AN,DFW,OKC,2022-01-01 01:04:00,2022-01-01 22:45:00,14,139,32,175,0,32.89722,-97.03778,607,DFW,2016,Airbus,A321,Medium Range,Narrow-body,160.0,4.0,0.0,9.0,20.0,17.22,84.03,29.66,3600.0,3.0,1.0,1.0,1.0,4.0,0.0
1299,2022-01-01,15,AA,2736,AA,2736,N978UY,DFW,RSW,2022-01-01 15:11:00,2022-01-01 15:10:00,31,1,128,1017,0,32.89722,-97.03778,607,DFW,2012,Airbus,A321,Medium Range,Narrow-body,160.0,4.0,0.0,10.0,17.22,14.39,83.42,29.62,3800.0,4.0,1.0,1.0,1.0,3.0,0.0
1300,2022-01-01,19,AA,2736,AA,2736,N978UY,RSW,DFW,2022-01-01 19:44:00,2022-01-01 19:30:00,16,14,150,1017,0,26.536112,-81.75528,30,RSW,2012,Airbus,A321,Medium Range,Narrow-body,190.0,10.0,0.0,10.0,27.78,17.22,52.62,30.03,4400.0,2.0,1.0,0.0,0.0,3.0,0.0
1301,2022-01-01,10,AA,2737,AA,2737,N179UW,ATL,LAX,2022-01-01 10:59:00,2022-01-01 11:01:00,14,-2,291,1947,0,33.636665,-84.42778,1026,ATL,2001,Airbus,A321,Medium Range,Narrow-body,220.0,9.0,17.0,10.0,21.72,18.89,83.93,29.92,1700.0,4.0,1.0,0.0,1.0,4.0,0.0
1302,2022-01-01,9,AA,2738,AA,2738,N833AW,DCA,PBI,2022-01-01 09:33:00,2022-01-01 09:17:00,19,16,126,857,0,38.851387,-77.03778,15,DCA,2002,Airbus,A319,Medium Range,Narrow-body,180.0,6.0,0.0,6.0,13.28,11.72,90.29,29.83,500.0,1.0,1.0,0.0,0.0,4.0,1.0
1303,2022-01-01,12,AA,2738,AA,2738,N833AW,PBI,DCA,2022-01-01 12:37:00,2022-01-01 12:38:00,18,-1,110,857,0,26.683056,-80.09556,19,PBI,2002,Airbus,A319,Medium Range,Narrow-body,0.0,0.0,0.0,2.5,18.89,18.28,96.24,30.09,2200.0,1.0,1.0,0.0,0.0,1.0,1.0
1304,2022-01-01,12,AA,274,AA,274,N104NN,LAX,JFK,2022-01-01 12:23:00,2022-01-01 12:30:00,21,-7,289,2475,0,33.9425,-118.40806,125,LAX,2013,Airbus,A321,Medium Range,Narrow-body,350.0,6.0,0.0,10.0,10.61,1.72,54.13,29.95,2100.0,3.0,1.0,0.0,0.0,3.0,0.0
1305,2022-01-01,11,AA,2740,AA,2740,N826AW,DFW,SAV,2022-01-01 11:16:00,2022-01-01 11:20:00,16,-4,107,925,0,32.89722,-97.03778,607,DFW,2001,Airbus,A319,Medium Range,Narrow-body,0.0,0.0,0.0,4.0,17.78,16.72,93.54,29.61,3400.0,1.0,1.0,0.0,0.0,4.0,1.0
1306,2022-01-01,15,AA,2740,AA,2740,N826AW,SAV,DFW,2022-01-01 15:09:00,2022-01-01 15:15:00,12,-6,145,925,0,32.1275,-81.202225,50,SAV,2001,Airbus,A319,Medium Range,Narrow-body,230.0,11.0,0.0,10.0,23.28,19.39,78.77,30.05,2000.0,2.0,1.0,0.0,1.0,1.0,0.0
1307,2022-01-01,19,AA,2741,AA,2741,N807AW,CLT,IAD,2022-01-01 19:04:00,2022-01-01 18:04:00,17,60,55,322,0,35.21361,-80.949165,748,CLT,1999,Airbus,A319,Medium Range,Narrow-body,220.0,13.0,21.0,10.0,24.39,17.78,66.6,29.82,2900.0,4.0,1.0,0.0,1.0,3.0,0.0
1308,2022-01-01,23,AA,2742,AA,2742,N130AN,LAS,MIA,2022-01-01 23:37:00,2022-01-01 23:42:00,15,-5,240,2174,0,36.08,-115.15222,2181,LAS,2014,Airbus,A321,Medium Range,Narrow-body,40.0,6.0,0.0,10.0,7.78,-15.0,18.14,30.25,22000.0,1.0,0.0,0.0,1.0,1.0,0.0
1309,2022-01-01,20,AA,2742,AA,2742,N130AN,MIA,LAS,2022-01-01 20:01:00,2022-01-01 20:00:00,15,1,294,2174,0,25.795279,-80.29,8,MIA,2014,Airbus,A321,Medium Range,Narrow-body,150.0,11.0,18.0,10.0,26.72,20.61,69.18,30.05,3000.0,1.0,1.0,0.0,0.0,3.0,0.0
1310,2022-01-01,10,AA,2743,AA,2743,N587UW,SAN,DFW,2022-01-01 10:45:00,2022-01-01 10:49:00,22,-4,137,1171,0,32.733612,-117.18972,17,SAN,2014,Airbus,A321,Medium Range,Narrow-body,230.0,5.0,0.0,10.0,16.11,8.28,59.71,29.94,2600.0,2.0,1.0,0.0,0.0,3.0,0.0
1311,2022-01-01,8,AA,2745,AA,2745,N835AW,DCA,SRQ,2022-01-01 08:26:00,2022-01-01 08:30:00,14,-4,125,851,0,38.851387,-77.03778,15,DCA,2005,Airbus,A319,Medium Range,Narrow-body,180.0,5.0,0.0,6.0,13.28,11.72,90.29,29.85,500.0,1.0,1.0,0.0,0.0,4.0,1.0
1312,2022-01-01,11,AA,2745,AA,2745,N835AW,SRQ,DCA,2022-01-01 11:57:00,2022-01-01 12:00:00,24,-3,105,851,0,27.395555,-82.55444,30,SRQ,2005,Airbus,A319,Medium Range,Narrow-body,110.0,4.0,0.0,0.75,18.28,18.28,100.0,30.04,200.0,1.0,1.0,0.0,0.0,0.0,1.0
1313,2022-01-01,10,AA,2746,AA,2746,N411AN,LAX,PHX,2022-01-01 10:13:00,2022-01-01 10:15:00,20,-2,60,370,0,33.9425,-118.40806,125,LAX,2020,Airbus,A21N,Medium Range,Narrow-body,10.0,7.0,0.0,9.0,11.11,5.0,66.0,29.92,2400.0,1.0,1.0,0.0,0.0,1.0,0.0
1314,2022-01-01,12,AA,2747,AA,2747,N746UW,DFW,STL,2022-01-01 12:40:00,2022-01-01 12:41:00,21,-1,71,550,0,32.89722,-97.03778,607,DFW,2000,Airbus,A319,Medium Range,Narrow-body,360.0,4.0,0.0,7.0,17.22,16.11,93.18,29.62,3700.0,1.0,1.0,0.0,0.0,4.0,1.0
1315,2022-01-01,20,AA,2749,AA,2749,N673AW,DFW,ATL,2022-01-01 20:45:00,2022-01-01 20:49:00,21,-4,91,731,0,32.89722,-97.03778,607,DFW,2004,Airbus,A320,Medium Range,Narrow-body,270.0,15.0,0.0,10.0,22.78,9.39,42.51,29.63,4500.0,2.0,1.0,0.0,1.0,3.0,0.0
1316,2022-01-01,16,AA,275,AA,275,N731AN,LAX,MIA,2022-01-01 16:12:00,2022-01-01 16:00:00,17,12,247,2342,0,33.9425,-118.40806,125,LAX,2014,Boeing,B77W,Long Range,Wide-body,100.0,3.0,0.0,10.0,10.0,0.61,52.06,30.08,2900.0,2.0,1.0,0.0,0.0,3.0,0.0
1317,2022-01-01,18,AA,2751,AA,2751,N9021H,STT,DFW,2022-01-01 18:10:00,2022-01-01 17:50:00,22,20,300,2225,0,18.337223,-64.973335,24,TIST,2014,Airbus,A319,Medium Range,Narrow-body,80.0,13.0,21.0,10.0,28.28,18.28,54.62,30.04,3600.0,2.0,1.0,0.0,0.0,1.0,0.0
1318,2022-01-01,19,AA,2752,AA,2752,N601AW,DFW,DCA,2022-01-01 19:10:00,2022-01-01 19:12:00,25,-2,126,1192,0,32.89722,-97.03778,607,DFW,2003,Airbus,A320,Medium Range,Narrow-body,310.0,10.0,0.0,10.0,21.11,13.28,60.89,29.63,3000.0,2.0,1.0,0.0,1.0,3.0,0.0
1319,2022-01-01,11,AA,2755,AA,2755,N152AA,PHX,PSP,2022-01-01 11:47:00,2022-01-01 11:50:00,14,-3,49,261,0,33.434166,-112.011665,1135,PHX,2015,Airbus,A321,Medium Range,Narrow-body,270.0,17.0,23.0,10.0,12.22,8.89,80.07,29.73,2800.0,3.0,1.0,0.0,0.0,3.0,0.0
1320,2022-01-01,13,AA,2755,AA,2755,N152AA,PSP,PHX,2022-01-01 13:17:00,2022-01-01 13:16:00,15,1,45,261,0,33.829723,-116.50667,477,PSP,2015,Airbus,A321,Medium Range,Narrow-body,310.0,8.0,0.0,10.0,12.22,1.11,46.57,29.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,2022-01-01,9,AA,2759,AA,2759,N131NN,SAT,DFW,2022-01-01 09:42:00,2022-01-01 09:50:00,12,-8,39,247,0,29.53389,-98.46917,809,SAT,2015,Airbus,A321,Medium Range,Narrow-body,170.0,9.0,17.0,10.0,22.22,19.39,83.99,29.65,1500.0,2.0,1.0,0.0,0.0,4.0,0.0
1322,2022-01-01,22,AA,276,AA,276,N109NN,SFO,JFK,2022-01-01 22:51:00,2022-01-01 22:59:00,18,-8,300,2586,0,37.61889,-122.37556,13,SFO,2014,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,10.61,0.0,47.81,30.19,20000.0,1.0,0.0,1.0,0.0,2.0,0.0
1323,2022-01-01,16,AA,2762,AA,2762,N155NN,DFW,SAT,2022-01-01 16:38:00,2022-01-01 16:35:00,15,3,50,247,0,32.89722,-97.03778,607,DFW,2016,Airbus,A321,Medium Range,Narrow-body,0.0,0.0,0.0,10.0,18.28,14.39,78.05,29.65,6000.0,3.0,1.0,1.0,1.0,3.0,0.0
1324,2022-01-01,18,AA,2762,AA,2762,N155NN,SAT,DFW,2022-01-01 18:34:00,2022-01-01 18:37:00,36,-3,58,247,0,29.53389,-98.46917,809,SAT,2016,Airbus,A321,Medium Range,Narrow-body,210.0,6.0,0.0,10.0,23.89,18.89,73.59,29.72,1700.0,2.0,1.0,0.0,1.0,4.0,0.0
1325,2022-01-01,9,AA,2763,AA,2763,N806AW,LAS,AUS,2022-01-01 09:13:00,2022-01-01 09:19:00,17,-6,127,1090,0,36.08,-115.15222,2181,LAS,1999,Airbus,A319,Medium Range,Narrow-body,340.0,19.0,29.0,10.0,6.11,-11.72,26.55,29.85,5000.0,2.0,1.0,1.0,0.0,1.0,0.0
1326,2022-01-01,14,AA,2765,AA,2765,N549UW,ORD,PHX,2022-01-01 14:51:00,2022-01-01 13:00:00,25,111,204,1440,0,41.976944,-87.90806,672,ORD,2011,Airbus,A321,Medium Range,Narrow-body,10.0,20.0,26.0,7.0,0.61,-1.72,84.36,29.85,600.0,1.0,1.0,0.0,0.0,4.0,1.0
1327,2022-01-01,7,AA,2766,AA,2766,N410AN,PHX,DFW,2022-01-01 07:10:00,2022-01-01 07:15:00,16,-5,105,868,0,33.434166,-112.011665,1135,PHX,2019,Airbus,A21N,Medium Range,Narrow-body,230.0,10.0,0.0,10.0,13.28,9.39,77.28,29.68,2800.0,3.0,1.0,0.0,0.0,4.0,0.0
1328,2022-01-01,14,AA,2769,AA,2769,N190UW,PHX,MCO,2022-01-01 14:12:00,2022-01-01 14:05:00,9,7,209,1849,0,33.434166,-112.011665,1135,PHX,2001,Airbus,A321,Medium Range,Narrow-body,260.0,14.0,0.0,10.0,8.89,2.78,65.51,29.84,10000.0,1.0,0.0,1.0,0.0,1.0,0.0
1329,2022-01-01,5,AA,2771,AA,2771,N995NN,DEN,ORD,2022-01-01 05:57:00,2022-01-01 06:00:00,57,-3,104,888,0,39.861668,-104.67306,5431,DEN,2016,Boeing,B738,Medium Range,Narrow-body,40.0,8.0,0.0,1.25,-10.61,-11.72,91.52,29.68,2000.0,2.0,1.0,0.0,0.0,4.0,1.0
1330,2022-01-01,18,AA,2772,AA,2772,N317PG,JFK,AUS,2022-01-01 18:24:00,2022-01-01 18:29:00,22,-5,231,1521,0,40.64,-73.77861,13,JFK,2017,Boeing,B738,Medium Range,Narrow-body,200.0,5.0,0.0,0.25,10.61,10.61,100.0,29.76,200.0,1.0,1.0,0.0,0.0,4.0,1.0
1331,2022-01-01,11,AA,2775,AA,2775,N173US,CLT,SEA,2022-01-01 11:16:00,2022-01-01 09:30:00,22,106,319,2279,0,35.21361,-80.949165,748,CLT,2001,Airbus,A321,Medium Range,Narrow-body,230.0,11.0,0.0,4.0,20.0,18.89,93.32,29.88,900.0,1.0,1.0,0.0,0.0,4.0,1.0
1332,2022-01-01,8,AA,2777,AA,2777,N8001N,ORD,EYW,2022-01-01 08:16:00,2022-01-01 08:25:00,34,-9,165,1251,0,41.976944,-87.90806,672,ORD,2013,Airbus,A319,Medium Range,Narrow-body,360.0,13.0,0.0,2.0,1.72,0.0,88.33,29.74,500.0,1.0,1.0,0.0,0.0,4.0,1.0
1333,2022-01-01,11,AA,2781,AA,2781,N170US,PHX,SEA,2022-01-01 11:44:00,2022-01-01 11:47:00,16,-3,171,1107,0,33.434166,-112.011665,1135,PHX,2001,Airbus,A321,Medium Range,Narrow-body,270.0,17.0,23.0,10.0,12.22,8.89,80.07,29.73,2800.0,3.0,1.0,0.0,0.0,3.0,0.0
1334,2022-01-01,15,AA,2781,AA,2781,N170US,SEA,PHX,2022-01-01 15:00:00,2022-01-01 14:59:00,17,1,138,1107,0,47.45,-122.31167,433,SEA,2001,Airbus,A321,Medium Range,Narrow-body,120.0,8.0,0.0,10.0,-3.89,-7.78,74.36,30.25,8000.0,1.0,0.0,1.0,0.0,4.0,0.0
1335,2022-01-01,21,AA,2785,AA,2785,N136AN,LAX,LAS,2022-01-01 21:40:00,2022-01-01 21:45:00,23,-5,44,236,0,33.9425,-118.40806,125,LAX,2015,Airbus,A321,Medium Range,Narrow-body,210.0,5.0,0.0,10.0,15.61,5.0,49.21,30.11,3000.0,2.0,1.0,1.0,0.0,2.0,0.0
